Image Name,Angle,Angle2
2024-06-22 19-50-02-546560.png,0.03,0
2024-06-22 19-50-02-648695.png,0.03,0
2024-06-22 19-50-02-749238.png,0.03,0
2024-06-22 19-50-02-833820.png,0.0,0
2024-06-22 19-50-02-930209.png,0.0,0
2024-06-22 19-50-03-032095.png,0.0,0
2024-06-22 19-50-03-131552.png,0.0,0
2024-06-22 19-50-03-249267.png,0.0,0
2024-06-22 19-50-03-348186.png,0.0,0
2024-06-22 19-50-03-450344.png,0.0,0
2024-06-22 19-50-03-549229.png,0.0,0
2024-06-22 19-50-03-649314.png,0.0,0
2024-06-22 19-50-03-749314.png,0.0,0
2024-06-22 19-50-03-849303.png,0.0,0
2024-06-22 19-50-03-966594.png,0.0,0
2024-06-22 19-50-04-065936.png,0.0,0
2024-06-22 19-50-04-150234.png,0.0,0
2024-06-22 19-50-04-249181.png,0.0,0
2024-06-22 19-50-04-349351.png,0.0,0
2024-06-22 19-50-04-466553.png,-0.03,0
2024-06-22 19-50-04-582941.png,-0.03,0
2024-06-22 19-50-04-699412.png,-0.03,0
2024-06-22 19-50-04-814953.png,-0.03,0
2024-06-22 19-50-04-899431.png,-0.03,0
2024-06-22 19-50-05-000425.png,-0.03,0
2024-06-22 19-50-05-083646.png,-0.03,0
2024-06-22 19-50-05-181544.png,0.0,0
2024-06-22 19-50-05-282613.png,0.03,0
2024-06-22 19-50-05-382667.png,0.03,0
2024-06-22 19-50-05-496547.png,0.03,0
2024-06-22 19-50-05-599285.png,0.03,0
2024-06-22 19-50-05-698140.png,0.03,0
2024-06-22 19-50-05-799266.png,0.03,0
2024-06-22 19-50-05-883670.png,0.0,0
2024-06-22 19-50-05-982600.png,-0.03,0
2024-06-22 19-50-06-081045.png,-0.03,0
2024-06-22 19-50-06-181743.png,-0.03,0
2024-06-22 19-50-06-296829.png,-0.03,0
2024-06-22 19-50-06-399280.png,-0.03,0
2024-06-22 19-50-06-499149.png,-0.03,0
2024-06-22 19-50-06-583640.png,-0.03,0
2024-06-22 19-50-06-682589.png,-0.03,0
2024-06-22 19-50-06-782533.png,-0.03,0
2024-06-22 19-50-06-882572.png,-0.03,0
2024-06-22 19-50-06-996911.png,-0.03,0
2024-06-22 19-50-07-100388.png,-0.03,0
2024-06-22 19-50-07-198693.png,-0.06,0
2024-06-22 19-50-07-299137.png,-0.06,0
2024-06-22 19-50-07-383635.png,-0.06,0
2024-06-22 19-50-07-482591.png,-0.06,0
2024-06-22 19-50-07-582558.png,-0.06,0
2024-06-22 19-50-07-698748.png,-0.06,0
2024-06-22 19-50-07-815767.png,-0.06,0
2024-06-22 19-50-07-915933.png,-0.06,0
2024-06-22 19-50-08-016791.png,-0.06,0
2024-06-22 19-50-08-099288.png,-0.06,0
2024-06-22 19-50-08-199250.png,-0.06,0
2024-06-22 19-50-08-316870.png,-0.06,0
2024-06-22 19-50-08-415847.png,-0.06,0
2024-06-22 19-50-08-532017.png,-0.06,0
2024-06-22 19-50-08-616949.png,-0.06,0
2024-06-22 19-50-08-715919.png,-0.06,0
2024-06-22 19-50-08-815158.png,-0.06,0
2024-06-22 19-50-08-915780.png,-0.06,0
2024-06-22 19-50-09-030982.png,-0.06,0
2024-06-22 19-50-09-132602.png,-0.06,0
2024-06-22 19-50-09-233605.png,-0.06,0
2024-06-22 19-50-09-316933.png,-0.06,0
2024-06-22 19-50-09-415789.png,-0.06,0
2024-06-22 19-50-09-516781.png,-0.06,0
2024-06-22 19-50-09-615124.png,-0.06,0
2024-06-22 19-50-09-732155.png,-0.06,0
2024-06-22 19-50-09-832599.png,-0.06,0
2024-06-22 19-50-09-932171.png,-0.06,0
2024-06-22 19-50-10-032468.png,-0.06,0
2024-06-22 19-50-10-116926.png,-0.06,0
2024-06-22 19-50-10-214806.png,-0.06,0
2024-06-22 19-50-10-315844.png,-0.06,0
2024-06-22 19-50-10-417122.png,-0.06,0
2024-06-22 19-50-10-532242.png,-0.06,0
2024-06-22 19-50-10-631414.png,-0.06,0
2024-06-22 19-50-10-732552.png,-0.06,0
2024-06-22 19-50-10-816932.png,-0.06,0
2024-06-22 19-50-10-915885.png,-0.06,0
2024-06-22 19-50-11-027454.png,-0.06,0
2024-06-22 19-50-11-131965.png,-0.06,0
2024-06-22 19-50-11-248720.png,-0.06,0
2024-06-22 19-50-11-349183.png,-0.06,0
2024-06-22 19-50-11-464330.png,-0.06,0
2024-06-22 19-50-11-565809.png,-0.06,0
2024-06-22 19-50-11-650243.png,-0.06,0
2024-06-22 19-50-11-748044.png,-0.06,0
2024-06-22 19-50-11-849255.png,-0.06,0
2024-06-22 19-50-11-967695.png,-0.06,0
2024-06-22 19-50-12-065948.png,-0.06,0
2024-06-22 19-50-12-149198.png,-0.06,0
2024-06-22 19-50-12-249189.png,-0.06,0
2024-06-22 19-50-12-349187.png,-0.06,0
2024-06-22 19-50-12-465454.png,-0.06,0
2024-06-22 19-50-12-582464.png,-0.06,0
2024-06-22 19-50-12-698841.png,-0.06,0
2024-06-22 19-50-12-814840.png,-0.06,0
2024-06-22 19-50-12-900227.png,-0.06,0
2024-06-22 19-50-13-000037.png,-0.06,0
2024-06-22 19-50-13-083543.png,-0.06,0
2024-06-22 19-50-13-182554.png,-0.06,0
2024-06-22 19-50-13-282311.png,-0.06,0
2024-06-22 19-50-13-382456.png,-0.06,0
2024-06-22 19-50-13-497399.png,-0.06,0
2024-06-22 19-50-13-600147.png,-0.06,0
2024-06-22 19-50-13-699148.png,-0.06,0
2024-06-22 19-50-13-798573.png,-0.06,0
2024-06-22 19-50-13-883558.png,-0.06,0
2024-06-22 19-50-13-982373.png,-0.06,0
2024-06-22 19-50-14-082564.png,-0.09,0
2024-06-22 19-50-14-197671.png,-0.09,0
2024-06-22 19-50-14-314183.png,-0.09,0
2024-06-22 19-50-14-415862.png,-0.09,0
2024-06-22 19-50-14-514151.png,-0.09,0
2024-06-22 19-50-14-598064.png,-0.09,0
2024-06-22 19-50-14-699175.png,-0.09,0
2024-06-22 19-50-14-814159.png,-0.09,0
2024-06-22 19-50-14-915511.png,-0.09,0
2024-06-22 19-50-15-032059.png,-0.09,0
2024-06-22 19-50-15-131373.png,-0.09,0
2024-06-22 19-50-15-232493.png,-0.09,0
2024-06-22 19-50-15-332466.png,-0.09,0
2024-06-22 19-50-15-427034.png,-0.09,0
2024-06-22 19-50-15-533342.png,-0.09,0
2024-06-22 19-50-15-631330.png,-0.09,0
2024-06-22 19-50-15-748855.png,-0.09,0
2024-06-22 19-50-15-849040.png,-0.09,0
2024-06-22 19-50-15-949148.png,-0.09,0
2024-06-22 19-50-16-048682.png,-0.09,0
2024-06-22 19-50-16-133501.png,-0.09,0
2024-06-22 19-50-16-232502.png,-0.09,0
2024-06-22 19-50-16-332350.png,-0.09,0
2024-06-22 19-50-16-432469.png,-0.09,0
2024-06-22 19-50-16-547998.png,-0.09,0
2024-06-22 19-50-16-633521.png,-0.09,0
2024-06-22 19-50-16-748478.png,-0.09,0
2024-06-22 19-50-16-849034.png,-0.09,0
2024-06-22 19-50-16-949045.png,-0.09,0
2024-06-22 19-50-17-048504.png,-0.09,0
2024-06-22 19-50-17-133657.png,-0.09,0
2024-06-22 19-50-17-232040.png,-0.09,0
2024-06-22 19-50-17-332421.png,-0.09,0
2024-06-22 19-50-17-441440.png,-0.09,0
2024-06-22 19-50-17-565966.png,-0.09,0
2024-06-22 19-50-17-665136.png,-0.09,0
2024-06-22 19-50-17-781837.png,-0.06,0
2024-06-22 19-50-17-866684.png,-0.06,0
2024-06-22 19-50-17-957225.png,-0.06,0
2024-06-22 19-50-18-065835.png,-0.06,0
2024-06-22 19-50-18-165148.png,-0.06,0
2024-06-22 19-50-18-281927.png,-0.06,0
2024-06-22 19-50-18-382342.png,-0.06,0
2024-06-22 19-50-18-481948.png,-0.06,0
2024-06-22 19-50-18-582452.png,-0.06,0
2024-06-22 19-50-18-681970.png,-0.06,0
2024-06-22 19-50-18-782422.png,-0.06,0
2024-06-22 19-50-18-865709.png,-0.06,0
2024-06-22 19-50-18-982004.png,-0.06,0
2024-06-22 19-50-19-082405.png,-0.06,0
2024-06-22 19-50-19-198563.png,-0.06,0
2024-06-22 19-50-19-315808.png,-0.06,0
2024-06-22 19-50-19-415733.png,-0.06,0
2024-06-22 19-50-19-516690.png,-0.06,0
2024-06-22 19-50-19-599106.png,-0.06,0
2024-06-22 19-50-19-698452.png,-0.06,0
2024-06-22 19-50-19-815271.png,-0.06,0
2024-06-22 19-50-19-915750.png,-0.06,0
2024-06-22 19-50-20-031105.png,-0.06,0
2024-06-22 19-50-20-132393.png,-0.06,0
2024-06-22 19-50-20-248600.png,-0.06,0
2024-06-22 19-50-20-333452.png,-0.06,0
2024-06-22 19-50-20-432458.png,-0.06,0
2024-06-22 19-50-20-532386.png,-0.06,0
2024-06-22 19-50-20-632186.png,-0.06,0
2024-06-22 19-50-20-748733.png,-0.06,0
2024-06-22 19-50-20-849571.png,-0.06,0
2024-06-22 19-50-20-949577.png,-0.06,0
2024-06-22 19-50-21-049458.png,-0.06,0
2024-06-22 19-50-21-133462.png,-0.06,0
2024-06-22 19-50-21-231183.png,-0.06,0
2024-06-22 19-50-21-326199.png,-0.06,0
2024-06-22 19-50-21-432263.png,-0.06,0
2024-06-22 19-50-21-548824.png,-0.06,0
2024-06-22 19-50-21-646308.png,-0.06,0
2024-06-22 19-50-21-750608.png,-0.06,0
2024-06-22 19-50-21-848495.png,-0.06,0
2024-06-22 19-50-21-949571.png,-0.06,0
2024-06-22 19-50-22-049445.png,-0.06,0
2024-06-22 19-50-22-133282.png,-0.06,0
2024-06-22 19-50-22-232303.png,-0.06,0
2024-06-22 19-50-22-332282.png,-0.06,0
2024-06-22 19-50-22-432248.png,-0.06,0
2024-06-22 19-50-22-548407.png,-0.06,0
2024-06-22 19-50-22-650522.png,-0.06,0
2024-06-22 19-50-22-749946.png,-0.03,0
2024-06-22 19-50-22-834419.png,-0.03,0
2024-06-22 19-50-22-932230.png,-0.03,0
2024-06-22 19-50-23-032228.png,-0.03,0
2024-06-22 19-50-23-132220.png,-0.03,0
2024-06-22 19-50-23-248480.png,-0.03,0
2024-06-22 19-50-23-334406.png,-0.03,0
2024-06-22 19-50-23-448490.png,-0.03,0
2024-06-22 19-50-23-549502.png,-0.03,0
2024-06-22 19-50-23-649057.png,-0.03,0
2024-06-22 19-50-23-749681.png,0.0,0
2024-06-22 19-50-23-834387.png,0.0,0
2024-06-22 19-50-23-932249.png,0.0,0
2024-06-22 19-50-24-049101.png,0.0,0
2024-06-22 19-50-24-149569.png,0.0,0
2024-06-22 19-50-24-265762.png,0.0,0
2024-06-22 19-50-24-366662.png,0.0,0
2024-06-22 19-50-24-478923.png,0.0,0
2024-06-22 19-50-24-567733.png,0.0,0
2024-06-22 19-50-24-665179.png,0.0,0
2024-06-22 19-50-24-766670.png,0.0,0
2024-06-22 19-50-24-866664.png,0.0,0
2024-06-22 19-50-24-973662.png,0.0,0
2024-06-22 19-50-25-081678.png,0.0,0
2024-06-22 19-50-25-183326.png,0.0,0
2024-06-22 19-50-25-281700.png,0.0,0
2024-06-22 19-50-25-366673.png,0.0,0
2024-06-22 19-50-25-457908.png,0.0,0
2024-06-22 19-50-25-566652.png,0.0,0
2024-06-22 19-50-25-678991.png,0.0,0
2024-06-22 19-50-25-799186.png,0.0,0
2024-06-22 19-50-25-917181.png,0.0,0
2024-06-22 19-50-26-015961.png,0.0,0
2024-06-22 19-50-26-100895.png,0.0,0
2024-06-22 19-50-26-199966.png,0.0,0
2024-06-22 19-50-26-298988.png,0.0,0
2024-06-22 19-50-26-384346.png,0.0,0
2024-06-22 19-50-26-499010.png,0.0,0
2024-06-22 19-50-26-600011.png,0.0,0
2024-06-22 19-50-26-715412.png,0.0,0
2024-06-22 19-50-26-831871.png,0.0,0
2024-06-22 19-50-26-948928.png,0.0,0
2024-06-22 19-50-27-048829.png,0.0,0
2024-06-22 19-50-27-134338.png,0.0,0
2024-06-22 19-50-27-233308.png,0.0,0
2024-06-22 19-50-27-317539.png,0.0,0
2024-06-22 19-50-27-416100.png,0.0,0
2024-06-22 19-50-27-529231.png,0.0,0
2024-06-22 19-50-27-631944.png,0.03,0
2024-06-22 19-50-27-749148.png,0.03,0
2024-06-22 19-50-27-849945.png,0.03,0
2024-06-22 19-50-27-966002.png,0.03,0
2024-06-22 19-50-28-065189.png,0.03,0
2024-06-22 19-50-28-165594.png,0.03,0
2024-06-22 19-50-28-266619.png,0.03,0
2024-06-22 19-50-28-365213.png,0.03,0
2024-06-22 19-50-28-458020.png,0.03,0
2024-06-22 19-50-28-566611.png,0.03,0
2024-06-22 19-50-28-649982.png,0.03,0
2024-06-22 19-50-28-765024.png,0.03,0
2024-06-22 19-50-28-865645.png,0.03,0
2024-06-22 19-50-28-982107.png,0.03,0
2024-06-22 19-50-29-067663.png,0.03,0
2024-06-22 19-50-29-166602.png,0.03,0
2024-06-22 19-50-29-265319.png,0.03,0
2024-06-22 19-50-29-365575.png,0.03,0
2024-06-22 19-50-29-479412.png,0.03,0
2024-06-22 19-50-29-583274.png,0.0,0
2024-06-22 19-50-29-682186.png,0.0,0
2024-06-22 19-50-29-783253.png,0.0,0
2024-06-22 19-50-29-867654.png,0.0,0
2024-06-22 19-50-29-966642.png,0.0,0
2024-06-22 19-50-30-067643.png,0.0,0
2024-06-22 19-50-30-182244.png,0.0,0
2024-06-22 19-50-30-298430.png,-0.03,0
2024-06-22 19-50-30-399033.png,-0.03,0
2024-06-22 19-50-30-498453.png,-0.03,0
2024-06-22 19-50-30-584306.png,-0.03,0
